pos_dic,Up,Down,total,Polarity Score,Polarity
보험증권/NNG,32,10,42,2.0864965580871475,Hawkish
니코틴/NNG,63,1,64,41.07790098734071,Hawkish
모두/NNG,275,118,393,1.5195618471238497,Hawkish
네트/NNG,16,5,21,2.0864965580871475,Hawkish
청신호/NNG,75,30,105,1.6300754360055836,Hawkish
캠페인/NNG,112,44,156,1.6597131712056852,Hawkish
판매가격/NNG;줄/VV,17,5,22,2.216902592967594,Hawkish
전국구/NNG,52,7,59,4.8436527241308776,Hawkish
느낀다/VV,27,8,35,2.200601838607538,Hawkish
제련/NNG,15,4,19,2.4451131540083755,Hawkish
이민자/NNG,34,1,35,22.16902592967594,Hawkish
밀레니얼세대/NNG,26,5,31,3.3905569068916144,Hawkish
추월/NNG,26,13,39,1.304060348804467,Hawkish
원부자재/NNG,16,4,20,2.608120697608934,Hawkish
방사능유출사태/NNG,20,1,21,13.04060348804467,Hawkish
화가/NNG,38,6,44,4.1295244378808125,Hawkish
육성/NNG,295,139,434,1.3838050463932294,Hawkish
약관/NNG,88,21,109,2.732316921304597,Hawkish
산업/NNG;상승/NNG,16,6,22,1.7387471317392895,Hawkish
배점/NNG,21,3,24,4.564211220815635,Hawkish
총회/NNG,82,33,115,1.6201961909388831,Hawkish
치이/VV,46,16,62,1.8745867514064212,Hawkish
현금창출력/NNG,58,19,77,1.9904079008068185,Hawkish
pf/NNG;대출/NNG;위험/NNG,22,3,25,4.7815546122830455,Hawkish
물가/NNG;충격/NNG,76,9,85,5.506032583841083,Hawkish
종일/NNG,17,4,21,2.7711282412094924,Hawkish
자민/NNG,13,6,19,1.4127320445381726,Hawkish
미/NNG;금리/NNG;하락/NNG,30,12,42,1.6300754360055836,Hawkish
관리비/NNG,58,22,80,1.7189886416058884,Hawkish
토끼/NNG,40,15,55,1.7387471317392893,Hawkish
판별/NNG,22,10,32,1.4344663836849136,Hawkish
금리/NNG;인상/NNG;어렵/VA,30,5,35,3.912181046413401,Hawkish
대출/NNG;한도/NNG;최대/NNG,16,3,19,3.477494263478579,Hawkish
고물가/NNG;고금리/NNG,105,38,143,1.801662324006172,Hawkish
자라/VV,15,6,21,1.6300754360055836,Hawkish
고도화/NNG,262,96,358,1.779499017639429,Hawkish
물건/NNG,450,154,604,1.9052829771493835,Hawkish
입간판/NNG,18,1,19,11.736543139240204,Hawkish
허덕이/VV,23,9,32,1.6662993345834856,Hawkish
고액자산가/NNG,109,50,159,1.421425780196869,Hawkish
꼽힌다/VV,489,222,711,1.4362286273995144,Hawkish
소재기업/NNG,26,13,39,1.304060348804467,Hawkish
우아/NNG,41,2,43,13.366618575245788,Hawkish
고용보고서/NNG,215,34,249,4.123131985190594,Hawkish
손실보상/NNG,73,4,77,11.899550682840763,Hawkish
회전/NNG,15,3,18,3.260150872011167,Hawkish
중개업소/NNG,22,6,28,2.3907773061415227,Hawkish
어린이집/NNG,36,10,46,2.3473086278480406,Hawkish
순이익/NNG;감소/NNG,125,13,138,6.269520907713784,Hawkish
어촌/NNG,101,1,102,65.85504761462559,Hawkish
오락/NNG,27,13,40,1.3542165160661772,Hawkish
희망가격/NNG,17,5,22,2.216902592967594,Hawkish
대주단/NNG,220,53,273,2.706540346575309,Hawkish
전조/NNG,19,7,26,1.7697961876632051,Hawkish
사선/NNG,55,12,67,2.988471632676904,Hawkish
효자/NNG,36,14,50,1.6766490198914574,Hawkish
경협/NNG,102,19,121,3.5003725152119904,Hawkish
내놓/VV,1416,693,2109,1.3322867632807542,Hawkish
건전/NNG,115,55,170,1.36333581920467,Hawkish
대출/NNG;성장/NNG,17,8,25,1.3855641206047462,Hawkish
본원/NNG,58,15,73,2.521183341021969,Hawkish
합치/VV,49,15,64,2.129965236380629,Hawkish
헐값/NNG,16,8,24,1.304060348804467,Hawkish
산업/NNG;경쟁력/NNG;강화/NNG,18,3,21,3.912181046413401,Hawkish
국제/NNG;유가/NNG;불안/NNG,27,9,36,1.9560905232067003,Hawkish
접어드/VV,15,7,22,1.3972075165762146,Hawkish
전문건설업체/NNG,12,5,17,1.5648724185653602,Hawkish
기대/NNG;확산/NNG,21,8,29,1.7115792078058631,Hawkish
재상장/NNG,23,3,26,4.998898003750457,Hawkish
위크/NNG,54,20,74,1.7604814708860304,Hawkish
시달리/VV,78,32,110,1.589323550105444,Hawkish
전망/NNG;상회/NNG,79,15,94,3.434025585185096,Hawkish
성장/NNG;수익성/NNG;개선/NNG,19,2,21,6.194286656821219,Hawkish
억누르/VV,32,10,42,2.0864965580871475,Hawkish
주택구입시/NNG,13,6,19,1.4127320445381726,Hawkish
카테고리/NNG,62,17,79,2.377992400761087,Hawkish
아시아개발은행/NNG,46,15,61,1.9995592015001824,Hawkish
훈장/NNG,21,1,22,13.692633662446903,Hawkish
쌓이/VV,138,68,206,1.3232377068751209,Hawkish
하위업종/NNG,12,5,17,1.5648724185653602,Hawkish
견본주택/NNG,81,35,116,1.5089841179023118,Hawkish
대통령령/NNG,14,3,17,3.042807480543756,Hawkish
평가손실/NNG,109,53,162,1.3409677171668577,Hawkish
이코노믹스/NNG,83,36,119,1.503291790982927,Hawkish
소비력/NNG,25,8,33,2.03759429500698,Hawkish
법인세법/NNG,16,2,18,5.216241395217868,Hawkish
가격/NNG;저점/NNG,17,2,19,5.542256482418985,Hawkish
청구자/NNG,40,11,51,2.371018816008122,Hawkish
상점가/NNG,40,9,49,2.8979118862321487,Hawkish
수출/NNG;양호/NNG,19,7,26,1.7697961876632051,Hawkish
매출/NNG;확대/NNG,67,13,80,3.3604632065345883,Hawkish
신주/NNG,40,9,49,2.8979118862321487,Hawkish
건설/NNG;수주/NNG;부진/NNG,24,5,29,3.1297448371307204,Hawkish
금선물/NNG,122,40,162,1.988692031926812,Hawkish
재세/NNG,71,6,77,7.715690397093097,Hawkish
둔화/NNG;부진/NNG,12,5,17,1.5648724185653602,Hawkish
높/VA;증가/NNG,71,18,89,2.571896799031032,Hawkish
따뜻/NNG,44,13,57,2.206871359515252,Hawkish
선방/NNG,168,78,246,1.4043726833278876,Hawkish
필지/NNG,176,3,179,38.25243689826437,Hawkish
투자심리/NNG;회복/NNG,63,24,87,1.711579207805863,Hawkish
편집/NNG,176,65,241,1.7654970876122011,Hawkish
사망자/NNG,13,6,19,1.4127320445381726,Hawkish
광고비/NNG,17,3,20,3.69483765494599,Hawkish
생산/NNG;증가/NNG,35,11,46,2.0746414640071067,Hawkish
점심/NNG,85,36,121,1.539515689560829,Hawkish
원천기술/NNG,14,3,17,3.042807480543756,Hawkish
최장기간/NNG,16,4,20,2.608120697608934,Hawkish
업소/NNG,47,9,56,3.405046466322774,Hawkish
건보/NNG,26,2,28,8.476392267229036,Hawkish
밑돈/NNG,90,29,119,2.023541920558656,Hawkish
작전/NNG,41,12,53,2.2277697625409645,Hawkish
내수/NNG;부진/NNG;우려/NNG,17,6,23,1.847418827472995,Hawkish
수익성/NNG;방어/NNG,21,2,23,6.846316831223453,Hawkish
양곡/NNG,18,9,27,1.3040603488044669,Hawkish
국고채/NNG;통안채/NNG;스프레드/NNG;확대/NNG,31,2,33,10.10646770323462,Hawkish
한도소진/NNG,19,6,25,2.0647622189404062,Hawkish
주주배정/NNG,22,11,33,1.3040603488044669,Hawkish
연대/NNG,61,9,70,4.419315626504027,Hawkish
els/NNG,1479,276,1755,3.494031260655447,Hawkish
기술혁신/NNG,55,23,78,1.5592025909618628,Hawkish
스트레스테스트/NNG,68,27,95,1.6421500688648842,Hawkish
용지/NNG,99,37,136,1.7446212774546248,Hawkish
여겨졌/VV,45,20,65,1.4670678924050256,Hawkish
해제/NNG,164,82,246,1.3040603488044669,Hawkish
충당금/NNG;적립/NNG;부담/NNG,18,7,25,1.6766490198914574,Hawkish
얼어붙/VV,136,43,179,2.062234970202413,Hawkish
전통시장/NNG,493,22,515,14.611403453650048,Hawkish
취재진/NNG,15,3,18,3.260150872011167,Hawkish
지양/NNG,37,17,54,1.4191244972283903,Hawkish
공급/NNG;촉진/NNG,18,1,19,11.736543139240204,Hawkish
경제/NNG;소비/NNG;회복/NNG,23,3,26,4.998898003750457,Hawkish
세정/NNG,36,9,45,2.6081206976089337,Hawkish
올바르/VA,45,21,66,1.3972075165762148,Hawkish
은행원/NNG,34,3,37,7.38967530989198,Hawkish
사외/NNG,25,1,26,16.300754360055837,Hawkish
생산/NNG;줄/VV,40,5,45,5.216241395217868,Hawkish
시장경제/NNG,52,18,70,1.8836427260508968,Hawkish
혁신기업/NNG,25,11,36,1.481886760005076,Hawkish
품목/NNG,630,284,914,1.4464049643429826,Hawkish
원달러/NNG;급락/NNG,18,1,19,11.736543139240204,Hawkish
쾌적/NNG,90,24,114,2.445113154008376,Hawkish
실적/NNG;회복/NNG,63,27,90,1.521403740271878,Hawkish
종속/NNG,25,9,34,1.811194928895093,Hawkish
명문가/NNG,153,7,160,14.25151666907739,Hawkish
담배/NNG,109,24,133,2.9613037087434773,Hawkish
팰리스/NNG,41,13,54,2.056402857730121,Hawkish
양국/NNG,204,91,295,1.4616940173412707,Hawkish
개포/NNG,54,3,57,11.736543139240204,Hawkish
초미/NNG,13,6,19,1.4127320445381726,Hawkish
합쳐/VV,84,37,121,1.4802847202645302,Hawkish
나이스/NNG,48,10,58,3.1297448371307204,Hawkish
버팀목/NNG,227,86,313,1.7210563905733371,Hawkish
연구개발비/NNG,24,9,33,1.738747131739289,Hawkish
팔라듐/NNG,22,7,29,2.049237690978448,Hawkish
명절/NNG,34,13,47,1.7053096868981492,Hawkish
최남단/NNG,14,4,18,2.282105610407817,Hawkish
고점/NNG;높/VV,19,4,23,3.0971433284106094,Hawkish
소규모기업/NNG,14,7,21,1.3040603488044669,Hawkish
혐의/NNG,88,34,122,1.6876075102175454,Hawkish
창출력/NNG,101,29,130,2.270863710849158,Hawkish
개발계획/NNG,34,10,44,2.216902592967594,Hawkish
실업보험/NNG,43,10,53,2.8037297499296043,Hawkish
단의/NNG,23,4,27,3.749173502812843,Hawkish
부품/NNG,397,145,542,1.785213649915081,Hawkish
프리/NNG,57,24,81,1.5485716642053045,Hawkish
달러인덱스/NNG;상승/NNG,18,9,27,1.3040603488044669,Hawkish
금리/NNG;인상/NNG;가능성/NNG;낮/VA,18,7,25,1.6766490198914574,Hawkish
이어질지/VV,78,33,111,1.541162230405279,Hawkish
불러오/VV,45,18,63,1.6300754360055838,Hawkish
둔화/NNG;추세/NNG,105,47,152,1.4566631555794578,Hawkish
수요/NNG;정체/NNG,25,5,30,3.260150872011168,Hawkish
크리스/NNG,22,10,32,1.4344663836849136,Hawkish
신선/NNG,32,8,40,2.608120697608934,Hawkish
금/NNG;가격/NNG;상승/NNG,13,6,19,1.4127320445381726,Hawkish
비상장주식/NNG,20,8,28,1.6300754360055838,Hawkish
토큰/NNG,129,39,168,2.1567151922535417,Hawkish
순환적/VAX,38,13,51,1.9059343559449904,Hawkish
남겨둔/VV,20,6,26,2.173433914674112,Hawkish
경제/NNG;강세/NNG,13,5,18,1.6952784534458072,Hawkish
주사/NNG,31,4,35,5.05323385161731,Hawkish
금리/NNG;상하단/NNG,14,7,21,1.3040603488044669,Hawkish
퇴근길/NNG,18,8,26,1.467067892405025,Hawkish
리딩뱅크/NNG,56,6,62,6.085614961087512,Hawkish
일환/NNG,194,74,268,1.7093764031626122,Hawkish
교환권/NNG,19,2,21,6.194286656821219,Hawkish
공약/NNG,381,170,551,1.4613146849838292,Hawkish
매출/NNG;신장/NNG,15,6,21,1.6300754360055836,Hawkish
악화/NNG;우려/NNG,57,20,77,1.8582859970463652,Hawkish
논거/NNG,19,7,26,1.7697961876632051,Hawkish
탐사/NNG,32,16,48,1.304060348804467,Hawkish
상장기업/NNG,82,29,111,1.8436715276201088,Hawkish
지하층/NNG,257,89,346,1.882828705858135,Hawkish
단타/NNG,43,10,53,2.8037297499296043,Hawkish
위험가중자산/NNG,42,20,62,1.3692633662446905,Hawkish
만든/VV,147,73,220,1.312992269001758,Hawkish
안동/NNG,35,1,36,22.82105610407817,Hawkish
가계/NNG;대출/NNG;증가/NNG;확대/NNG,28,5,33,3.651368976652508,Hawkish
자산/NNG;성장/NNG,32,16,48,1.304060348804467,Hawkish
경희궁/NNG,20,8,28,1.6300754360055838,Hawkish
리플/NNG,42,8,50,3.4231584156117263,Hawkish
진단/NNG,1359,592,1951,1.4968057550889111,Hawkish
원상/NNG,35,7,42,3.260150872011168,Hawkish
톡톡/MAG,22,3,25,4.7815546122830455,Hawkish
준법/NNG,30,10,40,1.9560905232067003,Hawkish
판매비/NNG,18,2,20,5.868271569620101,Hawkish
비용/NNG;인하/NNG,16,1,17,10.432482790435737,Hawkish
가까이/NNG,60,24,84,1.6300754360055836,Hawkish
제품/NNG,1312,514,1826,1.664326048279631,Hawkish
안대/NNG,80,33,113,1.580679210672081,Hawkish
상공회의소/NNG,31,14,45,1.4437811004620884,Hawkish
디지털금융/NNG,102,19,121,3.5003725152119904,Hawkish
지켜야/VV,14,6,20,1.521403740271878,Hawkish
gdp/NNG;증가/NNG,29,4,33,4.727218764416193,Hawkish
맞대/VV,18,7,25,1.6766490198914574,Hawkish
휘발유/NNG;가격/NNG;상승/NNG,17,7,24,1.58350185211971,Hawkish
본예산/NNG,21,7,28,1.9560905232067007,Hawkish
현대판/NNG,18,2,20,5.868271569620101,Hawkish
치러/VV,24,5,29,3.1297448371307204,Hawkish
원화/NNG;오르/VV,15,5,20,1.9560905232067003,Hawkish
워터/NNG,27,10,37,1.7604814708860304,Hawkish
휴장기간/NNG,21,2,23,6.846316831223453,Hawkish
공원/NNG,271,119,390,1.4848754391849184,Hawkish
마이크로컴퓨터/NNG,57,11,68,3.378701812811573,Hawkish
경제전/NNG,39,3,42,8.476392267229036,Hawkish
손해보험/NNG,123,27,150,2.970359683387952,Hawkish
사업/NNG,6601,2827,9428,1.5224800782557988,Hawkish
구인난/NNG,15,4,19,2.4451131540083755,Hawkish
분기점/NNG,44,12,56,2.3907773061415227,Hawkish
점화/NNG,28,9,37,2.0285383203625043,Hawkish
선전성분지수/NNG,13,5,18,1.6952784534458072,Hawkish
원방/NNG,28,7,35,2.6081206976089337,Hawkish
보상/NNG,235,113,348,1.3559919556152642,Hawkish
지하철/NNG,153,69,222,1.4458060388919092,Hawkish
진보/NNG,36,11,47,2.133916934407309,Hawkish
수요/NNG;축소/NNG,16,5,21,2.0864965580871475,Hawkish
소득/NNG;줄/VV,27,11,38,1.600437700805482,Hawkish
당근/NNG,30,15,45,1.3040603488044669,Hawkish
징역/NNG,24,10,34,1.5648724185653602,Hawkish
노호/NNG,83,3,86,18.039501491795125,Hawkish
철도망/NNG,22,3,25,4.7815546122830455,Hawkish
분산/NNG,157,69,226,1.4836048895818936,Hawkish
단지/NNG,1330,437,1767,1.9844396612241888,Hawkish
재추진/NNG,82,17,99,3.145086723587244,Hawkish
실차/NNG,26,1,27,16.952784534458072,Hawkish
순위/NNG,520,227,747,1.4936374039170108,Hawkish
삽입/NNG,14,4,18,2.282105610407817,Hawkish
땅값/NNG,59,16,75,2.404361268108236,Hawkish
사모발행/NNG,21,3,24,4.564211220815635,Hawkish
묻어두/VV,14,6,20,1.521403740271878,Hawkish
대명사/NNG,20,6,26,2.173433914674112,Hawkish
필두/NNG,94,28,122,2.188958442636069,Hawkish
시상/NNG,14,6,20,1.521403740271878,Hawkish
객실/NNG,28,6,34,3.042807480543756,Hawkish
매수비중/NNG,53,6,59,5.759599873886396,Hawkish
저축은행사태/NNG,54,17,71,2.071154671630624,Hawkish
붙여/VV,39,16,55,1.589323550105444,Hawkish
신입/NNG,68,10,78,4.433805185935188,Hawkish
불분명/NNG,24,11,35,1.4226112896048728,Hawkish
쟁점/NNG,48,22,70,1.4226112896048728,Hawkish
수요자/NNG,634,201,835,2.0566523909005774,Hawkish
포효/NNG,33,1,34,21.516995755273705,Hawkish
한시적/VAX;완화/NNG,12,5,17,1.5648724185653602,Hawkish
미뤄왔/VV,13,5,18,1.6952784534458072,Hawkish
독자/NNG,119,42,161,1.8474188274729948,Hawkish
굳이/MAG,120,55,175,1.422611289604873,Hawkish
융합/NNG,32,10,42,2.0864965580871475,Hawkish
토지/NNG,618,247,865,1.6313953351440498,Hawkish
산업단지/NNG,132,42,174,2.049237690978448,Hawkish
자금/NNG;조달/NNG;활성화/NNG,14,4,18,2.282105610407817,Hawkish
보태/VV,85,30,115,1.8474188274729948,Hawkish
겹친/VV,35,16,51,1.426316006504886,Hawkish
업황/NNG;회복/NNG,80,24,104,2.173433914674112,Hawkish
해상운송/NNG,23,10,33,1.499669401125137,Hawkish
편법/NNG,26,2,28,8.476392267229036,Hawkish
걸려/VV,41,16,57,1.6708273219057237,Hawkish
자금/NNG;조달/NNG;어렵/VA,25,6,31,2.71679239334264,Hawkish
전기차/NNG,1167,426,1593,1.7861953369187946,Hawkish
한꺼번에/MAG,81,36,117,1.467067892405025,Hawkish
원화자산/NNG,20,9,29,1.4489559431160743,Hawkish
금값/NNG,292,136,428,1.3999471391577367,Hawkish
점주/NNG,14,4,18,2.282105610407817,Hawkish
국군/NNG,28,1,29,18.256844883262534,Hawkish
기대/NNG;인플레이션/NNG;안정/NNG,15,5,20,1.9560905232067003,Hawkish
엇갈린다/VV,32,11,43,1.896815052806497,Hawkish
서부텍사스산원유/NNG,254,109,363,1.5194097642033697,Hawkish
베이스/NNG,77,29,106,1.7312525320335166,Hawkish
소비/NNG;위축/NNG,69,31,100,1.4512929688307776,Hawkish
따라붙/VV,18,6,24,1.9560905232067003,Hawkish
생산지/NNG,34,3,37,7.38967530989198,Hawkish
신차/NNG,154,68,222,1.4766565714403523,Hawkish
재매입/NNG,28,4,32,4.5642112208156345,Hawkish
센트/NNG,161,64,225,1.6402634074806188,Hawkish
성장/NNG;확대/NNG,18,3,21,3.912181046413401,Hawkish
일치/NNG,144,63,207,1.4903546843479625,Hawkish
황기/NNG,30,6,36,3.260150872011167,Hawkish
구조적/VAX;성장/NNG,17,5,22,2.216902592967594,Hawkish
경제부처/NNG,17,6,23,1.847418827472995,Hawkish
트랩/NNG,15,2,17,4.890226308016751,Hawkish
모델링/NNG,18,4,22,2.9341357848100507,Hawkish
이노베이션/NNG,36,7,43,3.353298039782915,Hawkish
고정/NNG;금리/NNG;선호/NNG,20,2,22,6.520301744022335,Hawkish
헤쳐/VV,14,6,20,1.521403740271878,Hawkish
경제관계장관회의/NNG,48,17,65,1.8410263747827769,Hawkish
메스/NNG,14,3,17,3.042807480543756,Hawkish
자산군/NNG,54,24,78,1.467067892405025,Hawkish
아파트형공장/NNG,12,6,18,1.3040603488044669,Hawkish
물가/NNG;높/VA,72,20,92,2.3473086278480406,Hawkish
성적표/NNG,125,36,161,2.263993661118866,Hawkish
인플레이션/NNG;예상/NNG;높/VA,16,4,20,2.608120697608934,Hawkish
fed/NNG;금리/NNG;인하/NNG,1117,523,1640,1.39257687343651,Hawkish
내수/NNG;상승/NNG,35,3,38,7.607018701359391,Hawkish
조달계획/NNG,30,12,42,1.6300754360055836,Hawkish
심지어/MAG,117,48,165,1.589323550105444,Hawkish
상회/NNG,1451,706,2157,1.3400790128295197,Hawkish
양육비/NNG,27,2,29,8.802407354430152,Hawkish
대학원/NNG,128,53,181,1.574714383461998,Hawkish
금채/NNG,20,8,28,1.6300754360055838,Hawkish
사원/NNG,32,11,43,1.896815052806497,Hawkish
지출/NNG;늘/VV,46,14,60,2.142384858750196,Hawkish
강재/NNG,19,1,20,12.388573313642436,Hawkish
자연재해/NNG,28,9,37,2.0285383203625043,Hawkish
거두/VV,142,65,207,1.4244351502325716,Hawkish
상장/NNG,1458,623,2081,1.5259389956315514,Hawkish
기업/NNG;부담/NNG,28,8,36,2.282105610407817,Hawkish
정체성/NNG,35,10,45,2.282105610407817,Hawkish
자산/NNG;건전성/NNG;저하/NNG,22,6,28,2.3907773061415227,Hawkish
커서/NNG,40,20,60,1.304060348804467,Hawkish
부국/NNG,22,4,26,3.5861659592122845,Hawkish
환율정책/NNG,17,3,20,3.69483765494599,Hawkish
위험/NNG;금리/NNG;인하/NNG,28,10,38,1.8256844883262535,Hawkish
쪼그라들/VV,104,38,142,1.784503635206113,Hawkish
치유/NNG,53,5,58,6.911519848663676,Hawkish
예방/NNG,351,101,452,2.265966249655287,Hawkish
항목/NNG,441,197,638,1.4596208472659136,Hawkish
금융사/NNG,769,319,1088,1.57182195647435,Hawkish
암보험/NNG,47,7,54,4.377916885272139,Hawkish
강북/NNG,108,34,142,2.071154671630624,Hawkish
법사/NNG,24,10,34,1.5648724185653602,Hawkish
성비/NNG,14,4,18,2.282105610407817,Hawkish
금리/NNG;내리/VV;않/VX,42,9,51,3.0428074805437566,Hawkish
종합지원센터/NNG,16,5,21,2.0864965580871475,Hawkish
우편/NNG,14,5,19,1.8256844883262535,Hawkish
출렁였/VV,34,11,45,2.0153659936069035,Hawkish
전경/NNG,35,16,51,1.426316006504886,Hawkish
입주권/NNG,24,8,32,1.9560905232067003,Hawkish
재정/NNG;확장/NNG,18,7,25,1.6766490198914574,Hawkish
체인저/NNG,13,5,18,1.6952784534458072,Hawkish
하방/NNG;압력/NNG;크/VV,32,10,42,2.0864965580871475,Hawkish
트인/VV,32,8,40,2.608120697608934,Hawkish
과한/VA,12,5,17,1.5648724185653602,Hawkish
경기/NNG;전망/NNG;부정적/VAX,21,2,23,6.846316831223453,Hawkish
집중투자/NNG,44,21,65,1.3661584606522987,Hawkish
갈지/VV,43,14,57,2.002664107092574,Hawkish
디딤돌/NNG,195,66,261,1.926452788006599,Hawkish
입찰가격/NNG,25,4,29,4.075188590013959,Hawkish
브레이크/NNG,25,12,37,1.3583961966713198,Hawkish
나서/VV,3203,1470,4673,1.4207160874900366,Hawkish
이미/MAG;금리/NNG;인상/NNG,14,5,19,1.8256844883262535,Hawkish
회의체/NNG,18,4,22,2.9341357848100507,Hawkish
핑계/NNG,15,6,21,1.6300754360055836,Hawkish
운동장/NNG,17,7,24,1.58350185211971,Hawkish
물가/NNG;고공행진/NNG,14,4,18,2.282105610407817,Hawkish
온화/NNG,19,4,23,3.0971433284106094,Hawkish
당황/NNG,17,7,24,1.58350185211971,Hawkish
판관비/NNG,108,18,126,3.9121810464134006,Hawkish
럭셔리/NNG,52,24,76,1.4127320445381726,Hawkish
정반대/NNG,61,26,87,1.529763101482163,Hawkish
금리/NNG;인하/NNG;가능성/NNG;크/VV,18,9,27,1.3040603488044669,Hawkish
선보였/VV,109,51,160,1.3935546864675188,Hawkish
eps/NNG,282,138,420,1.3324094868219556,Hawkish
징벌/NNG,43,7,50,4.005328214185148,Hawkish
학습효과/NNG,27,13,40,1.3542165160661772,Hawkish
소비자/NNG;물가/NNG;상승률/NNG;점차/MAG;낮/VA,27,2,29,8.802407354430152,Hawkish
얽힌/VV,14,5,19,1.8256844883262535,Hawkish
소규모/NNG,243,96,339,1.6504513789556536,Hawkish
이직/NNG,14,6,20,1.521403740271878,Hawkish
신디케이트론/NNG,174,69,243,1.644250005014328,Hawkish
재판부/NNG,18,8,26,1.467067892405025,Hawkish
수익/NNG,2489,1243,3732,1.3056340338593395,Hawkish
품귀/NNG,26,12,38,1.4127320445381726,Hawkish
점포/NNG,422,91,513,3.023700369205962,Hawkish
예상/NNG;늦/VV,39,15,54,1.695278453445807,Hawkish
환테크/NNG,23,1,24,14.996694011251371,Hawkish
원화/NNG;떨어/VV,25,10,35,1.6300754360055838,Hawkish
패러다임/NNG,58,29,87,1.304060348804467,Hawkish
제조사/NNG,164,42,206,2.546022585761102,Hawkish
스타/NNG,304,92,396,2.1545344893291194,Hawkish
디자인/NNG,236,42,278,3.663788599022074,Hawkish
현수막/NNG,18,9,27,1.3040603488044669,Hawkish
채광/NNG,36,7,43,3.353298039782915,Hawkish
주택청약/NNG,30,11,41,1.7782641120060911,Hawkish
박미/NNG,14,4,18,2.282105610407817,Hawkish
외연/NNG,24,10,34,1.5648724185653602,Hawkish
투자계획/NNG,105,45,150,1.521403740271878,Hawkish
전망/NNG;크/VV,22,4,26,3.5861659592122845,Hawkish
현관/NNG,42,5,47,5.477053464978762,Hawkish
강동/MAG,18,2,20,5.868271569620101,Hawkish
상자/NNG,146,52,198,1.830700105052425,Hawkish
효율/NNG,567,196,763,1.8862301473778895,Hawkish
오르내리/VV,48,17,65,1.8410263747827769,Hawkish
첫발/NNG,30,5,35,3.912181046413401,Hawkish
분업/NNG,18,4,22,2.9341357848100507,Hawkish
페어/NNG,24,3,27,5.2162413952178674,Hawkish
놀라/VV,35,12,47,1.901754675339848,Hawkish
간사/NNG,20,4,24,3.260150872011168,Hawkish
적체/NNG,111,33,144,2.1931924048075127,Hawkish
대장/NNG,162,44,206,2.400656551208223,Hawkish
준공/NNG,532,177,709,1.9597743095027584,Hawkish
궤도/NNG,96,21,117,2.980709368695924,Hawkish
위험자산/NNG;선호/NNG,50,24,74,1.3583961966713198,Hawkish
