pos_dic,Up,Down,total,Polarity Score,Polarity
호재성/NNG,13,5,18,1.6952784534458072,Hawkish
어렵/VA;우려/NNG,23,6,29,2.4994490018752287,Hawkish
재개발/NNG,261,70,331,2.431141078842613,Hawkish
매집/NNG,21,10,31,1.3692633662446905,Hawkish
역방향/NNG,25,4,29,4.075188590013959,Hawkish
펀드설정액/NNG,16,3,19,3.477494263478579,Hawkish
부동산/NNG;불확실성/NNG,25,6,31,2.71679239334264,Hawkish
청구/NNG,145,56,201,1.688292415862926,Hawkish
글로벌/NNG;금리/NNG;인하/NNG,54,26,80,1.3542165160661772,Hawkish
노동시장/NNG;강세/NNG,22,6,28,2.3907773061415227,Hawkish
미비/NNG,27,11,38,1.600437700805482,Hawkish
로열티/NNG,20,9,29,1.4489559431160743,Hawkish
가구주/NNG,31,4,35,5.05323385161731,Hawkish
주식자금/NNG,70,32,102,1.426316006504886,Hawkish
고마진/NNG,24,11,35,1.4226112896048728,Hawkish
변함없이/MAG,16,4,20,2.608120697608934,Hawkish
대손율/NNG,26,6,32,2.825464089076345,Hawkish
계정/NNG,138,58,196,1.5513821390949694,Hawkish
소비자동향조사/NNG,50,12,62,2.71679239334264,Hawkish
알리/VV,95,38,133,1.6300754360055838,Hawkish
증발/NNG,63,16,79,2.5673688117087945,Hawkish
경기/NNG;연착륙/NNG,19,9,28,1.3765081459602708,Hawkish
상습/NNG,16,2,18,5.216241395217868,Hawkish
학과/NNG,33,13,46,1.6551535196364389,Hawkish
무역/NNG;위축/NNG,17,2,19,5.542256482418985,Hawkish
점유율/NNG,252,111,363,1.4802847202645302,Hawkish
사이트/NNG,267,124,391,1.4039681981080352,Hawkish
뒤처졌/VV,13,5,18,1.6952784534458072,Hawkish
실적/NNG;하락/NNG,24,9,33,1.738747131739289,Hawkish
노리/VV,199,93,292,1.3952043516778976,Hawkish
비용/NNG;높/VA,28,10,38,1.8256844883262535,Hawkish
물가/NNG;상승/NNG;압박/NNG,25,4,29,4.075188590013959,Hawkish
재단/NNG,197,82,279,1.5664627360639023,Hawkish
현수/NNG,109,7,116,10.153041287120494,Hawkish
낙찰률/NNG,245,79,324,2.0221188952980658,Hawkish
좋아하/VV,13,5,18,1.6952784534458072,Hawkish
영화관/NNG,36,14,50,1.6766490198914574,Hawkish
대출/NNG;영업/NNG;강화/NNG,23,2,25,7.498347005625686,Hawkish
부임/NNG,18,8,26,1.467067892405025,Hawkish
관은/NNG,34,10,44,2.216902592967594,Hawkish
환산손실/NNG,16,1,17,10.432482790435737,Hawkish
절하/NNG;압력/NNG,30,3,33,6.520301744022334,Hawkish
금물/NNG,14,4,18,2.282105610407817,Hawkish
월물간/NNG,15,2,17,4.890226308016751,Hawkish
비정규직/NNG,20,4,24,3.260150872011168,Hawkish
국무총리/NNG,20,9,29,1.4489559431160743,Hawkish
실점/NNG,21,3,24,4.564211220815635,Hawkish
과점/NNG,56,9,65,4.0570766407250085,Hawkish
조명/NNG,50,23,73,1.4174569008744209,Hawkish
실물/NNG;경제/NNG;불확실성/NNG,35,7,42,3.260150872011168,Hawkish
수요자/NNG;많/VA,12,6,18,1.3040603488044669,Hawkish
코스/NNG,25,5,30,3.260150872011168,Hawkish
우울/NNG,16,7,23,1.4903546843479625,Hawkish
오일쇼크/NNG,81,16,97,3.3009027579113077,Hawkish
고객군/NNG,20,4,24,3.260150872011168,Hawkish
농산물/NNG;가격/NNG;상승/NNG,57,10,67,3.716571994092731,Hawkish
쌍둥이적자/NNG,26,5,31,3.3905569068916144,Hawkish
풍선효과/NNG,29,10,39,1.8908875057664771,Hawkish
유찰/NNG,262,43,305,3.9728350161252366,Hawkish
띄우/VV,23,4,27,3.749173502812843,Hawkish
투자분석/NNG,21,7,28,1.9560905232067007,Hawkish
두드리/VV,24,12,36,1.3040603488044669,Hawkish
홍제/NNG,15,6,21,1.6300754360055836,Hawkish
레버리지론/NNG,67,27,94,1.6180008031462831,Hawkish
폐지/NNG,682,266,948,1.671746537377155,Hawkish
부동산/NNG;경기/NNG;하락/NNG,39,8,47,3.1786471002108883,Hawkish
물가/NNG;전망/NNG;불확실성/NNG,38,4,42,6.194286656821219,Hawkish
광역시/NNG,220,96,316,1.494235816338452,Hawkish
무역협회/NNG,41,7,48,3.819033878641653,Hawkish
시가평가/NNG,22,1,23,14.344663836849138,Hawkish
국고채/NNG;스프레드/NNG;축소/NNG,48,10,58,3.1297448371307204,Hawkish
채무보증/NNG,37,15,52,1.6083410968588423,Hawkish
근로자의날/NNG,15,4,19,2.4451131540083755,Hawkish
형제/NNG,52,13,65,2.608120697608934,Hawkish
기대/NNG;웃돌/VV,26,10,36,1.6952784534458072,Hawkish
공실/NNG,146,58,204,1.6413173355642432,Hawkish
플레이어/NNG,53,9,62,3.839733249257597,Hawkish
영업손실/NNG,227,63,290,2.349378564909635,Hawkish
인플레이션/NNG;높/VA,21,10,31,1.3692633662446905,Hawkish
신산업/NNG,64,30,94,1.3909977053914315,Hawkish
신용판매/NNG,38,8,46,3.0971433284106094,Hawkish
녹색채권/NNG,87,24,111,2.363609382208097,Hawkish
사그라들/VV,32,14,46,1.4903546843479625,Hawkish
中企/NNG,12,5,17,1.5648724185653602,Hawkish
빗장/NNG,24,7,31,2.2355320265219434,Hawkish
복선/NNG,22,5,27,2.8689327673698277,Hawkish
현재생활형편/NNG,17,6,23,1.847418827472995,Hawkish
지식재산권/NNG,26,8,34,2.119098066807259,Hawkish
담보권/NNG,15,7,22,1.3972075165762146,Hawkish
임금/NNG;인상/NNG,57,19,76,1.9560905232067003,Hawkish
세기/NNG,48,20,68,1.5648724185653602,Hawkish
이어가기/NNG,29,8,37,2.363609382208097,Hawkish
보타/NNG,17,4,21,2.7711282412094924,Hawkish
최적/NNG,267,77,344,2.260935799550602,Hawkish
채워야/VV,22,4,26,3.5861659592122845,Hawkish
마케팅/NNG,369,154,523,1.5623320412624944,Hawkish
금리/NNG;상승/NNG;경기/NNG;침체/NNG,17,1,18,11.08451296483797,Hawkish
좌초/NNG,33,4,37,5.379248938818426,Hawkish
중고차/NNG,163,37,200,2.872457254799029,Hawkish
중견/NNG;기업/NNG;성장/NNG,15,6,21,1.6300754360055836,Hawkish
지수/NNG;방어/NNG,19,5,24,2.4777146627284874,Hawkish
평화/NNG,37,17,54,1.4191244972283903,Hawkish
금리/NNG;인하/NNG;없/VA,77,34,111,1.4766565714403523,Hawkish
방법론/NNG,18,7,25,1.6766490198914574,Hawkish
공모펀드/NNG,59,28,87,1.3739207246332776,Hawkish
땡겨/VV,28,6,34,3.042807480543756,Hawkish
은행세/NNG,22,1,23,14.344663836849138,Hawkish
트랙터/NNG,96,1,97,62.59489674261442,Hawkish
내수/NNG;부정적/VAX,16,4,20,2.608120697608934,Hawkish
하락/NNG;축소/NNG,22,11,33,1.3040603488044669,Hawkish
윤지/NNG,37,14,51,1.7232226037773315,Hawkish
책무/NNG,70,25,95,1.8256844883262535,Hawkish
라이선스/NNG,48,22,70,1.4226112896048728,Hawkish
전세/NNG;상승/NNG,14,6,20,1.521403740271878,Hawkish
공백/NNG,110,38,148,1.8874557680064656,Hawkish
위험/NNG;없/VA,33,12,45,1.793082979606142,Hawkish
하락/NNG;없/VA,14,3,17,3.042807480543756,Hawkish
세분화/NNG,118,48,166,1.6029075120721574,Hawkish
성적/NNG,161,63,224,1.6662993345834856,Hawkish
금융센터/NNG,75,33,108,1.481886760005076,Hawkish
능동/NNG,29,12,41,1.575739588138731,Hawkish
손해율/NNG,75,5,80,9.780452616033502,Hawkish
캣본드/NNG,44,1,45,28.68932767369828,Hawkish
전언/NNG,22,11,33,1.3040603488044669,Hawkish
후생/NNG,13,5,18,1.6952784534458072,Hawkish
지칭/NNG,18,5,23,2.3473086278480406,Hawkish
음식료품/NNG,99,36,135,1.793082979606142,Hawkish
흑자/NNG;전환/NNG,34,10,44,2.216902592967594,Hawkish
면부/NNG,28,1,29,18.256844883262534,Hawkish
대지면적/NNG,36,16,52,1.467067892405025,Hawkish
한껏/MAG,27,11,38,1.600437700805482,Hawkish
기획/NNG,263,100,363,1.714839358677874,Hawkish
경제/NNG;호조/NNG,39,16,55,1.589323550105444,Hawkish
뱅킹/NNG,162,67,229,1.5765505709427137,Hawkish
응찰금액/NNG,18,8,26,1.467067892405025,Hawkish
여력/NNG;확보/NNG,32,14,46,1.4903546843479625,Hawkish
장바구니/NNG,32,15,47,1.3909977053914315,Hawkish
높/VA;수출/NNG;증가/NNG,51,11,62,3.023048990410355,Hawkish
대중/NNG,188,77,265,1.591969776462596,Hawkish
부동산/NNG;호황/NNG,18,8,26,1.467067892405025,Hawkish
증한/VA,21,7,28,1.9560905232067007,Hawkish
중소기업금융/NNG,93,42,135,1.4437811004620884,Hawkish
물류비용/NNG,17,4,21,2.7711282412094924,Hawkish
환위험/NNG,47,15,62,2.043027879793665,Hawkish
충당부채/NNG,254,13,267,12.739666484474409,Hawkish
이자이익/NNG,526,73,599,4.698190023774997,Hawkish
계절요인/NNG,16,8,24,1.304060348804467,Hawkish
감세정책/NNG,86,28,114,2.002664107092574,Hawkish
통지/NNG,45,22,67,1.333698084004569,Hawkish
골드바/NNG,89,42,131,1.3816829886142563,Hawkish
전례/NNG,49,24,73,1.3312282727378937,Hawkish
세트/NNG,45,8,53,3.667669731012564,Hawkish
조례/NNG,54,7,61,5.029947059674372,Hawkish
가늠자/NNG,19,5,24,2.4777146627284874,Hawkish
노원/NNG,58,18,76,2.100986117518308,Hawkish
졸업/NNG,96,31,127,2.0191902175036907,Hawkish
우형/NNG,34,3,37,7.38967530989198,Hawkish
드러났/VV,75,26,101,1.880856272314135,Hawkish
수직/NNG,47,17,64,1.802671658641469,Hawkish
장해/NNG,48,7,55,4.471064053043887,Hawkish
도발/NNG,53,21,74,1.6455999639675416,Hawkish
금속/NNG,226,108,334,1.36443351310097,Hawkish
골칫거리/NNG,14,5,19,1.8256844883262535,Hawkish
양극/NNG,63,23,86,1.78599569510177,Hawkish
간주/NNG,111,42,153,1.7232226037773315,Hawkish
좌장/NNG,31,8,39,2.526616925808655,Hawkish
플러그인/NNG,25,4,29,4.075188590013959,Hawkish
가격/NNG;전고점/NNG,30,11,41,1.7782641120060911,Hawkish
지하/NNG,64,23,87,1.8143448331192584,Hawkish
수출/NNG;좋/VA,27,3,30,5.868271569620101,Hawkish
로리/NNG,12,6,18,1.3040603488044669,Hawkish
뚫리/VV,18,8,26,1.467067892405025,Hawkish
유한책임/NNG,16,1,17,10.432482790435737,Hawkish
금융지원/NNG;확대/NNG,31,9,40,2.2458817118299157,Hawkish
호흡/NNG,37,15,52,1.6083410968588423,Hawkish
유상/NNG,13,4,17,2.119098066807259,Hawkish
중구/NNG,162,67,229,1.5765505709427137,Hawkish
물가/NNG;압력/NNG;완화/NNG,15,6,21,1.6300754360055836,Hawkish
서쪽/NNG,14,3,17,3.042807480543756,Hawkish
저평가/NNG,387,185,572,1.3639766351008884,Hawkish
마린/NNG,174,45,219,2.521183341021969,Hawkish
자연환경/NNG,21,4,25,3.4231584156117263,Hawkish
섞인/VV,29,14,43,1.350633932690341,Hawkish
관철/NNG,17,6,23,1.847418827472995,Hawkish
물가/NNG;오르/VV,136,61,197,1.4537066183394058,Hawkish
분할매수/NNG,57,17,74,2.186218820054548,Hawkish
절실히/MAG,15,4,19,2.4451131540083755,Hawkish
리플레이션/NNG,17,3,20,3.69483765494599,Hawkish
바르/VA,15,2,17,4.890226308016751,Hawkish
프로퍼티/NNG,24,2,26,7.824362092826802,Hawkish
중고/NNG,48,19,67,1.6472341248056426,Hawkish
재해/NNG,32,15,47,1.3909977053914315,Hawkish
gdp/NNG;회복/NNG,16,1,17,10.432482790435737,Hawkish
고삐/NNG,32,14,46,1.4903546843479625,Hawkish
전세가격/NNG;강세/NNG,23,4,27,3.749173502812843,Hawkish
파라/NNG,17,3,20,3.69483765494599,Hawkish
상계/NNG,74,21,95,2.297630138369775,Hawkish
부수업무/NNG,21,9,30,1.5214037402718783,Hawkish
고르/VV,86,38,124,1.4756472368050548,Hawkish
판매/NNG;호조/NNG,42,16,58,1.7115792078058631,Hawkish
부동산/NNG;pf/NNG;우려/NNG,29,4,33,4.727218764416193,Hawkish
들어온다/VV,17,4,21,2.7711282412094924,Hawkish
냉난방/NNG,25,5,30,3.260150872011168,Hawkish
심리/NNG;긍정적/VAX,20,4,24,3.260150872011168,Hawkish
용도지역/NNG,31,13,44,1.5548411851130184,Hawkish
청산대상/NNG,12,5,17,1.5648724185653602,Hawkish
대출/NNG;부담/NNG;증가/NNG,15,2,17,4.890226308016751,Hawkish
개관/NNG,38,17,55,1.4574792133696983,Hawkish
수산/NNG,29,4,33,4.727218764416193,Hawkish
보증서/NNG,180,28,208,4.191622549728645,Hawkish
중역/NNG,13,4,17,2.119098066807259,Hawkish
수익/NNG;방어/NNG,16,3,19,3.477494263478579,Hawkish
탑재/NNG,176,34,210,3.375215020435091,Hawkish
조업일수/NNG,75,20,95,2.4451131540083755,Hawkish
스탠더드/NNG,34,11,45,2.0153659936069035,Hawkish
고스란히/MAG,81,26,107,2.031324774099266,Hawkish
내부통제/NNG;강화/NNG,29,6,35,3.151479176277462,Hawkish
사전채무조정/NNG,26,1,27,16.952784534458072,Hawkish
통념/NNG,15,4,19,2.4451131540083755,Hawkish
fed/NNG;금리/NNG;인하/NNG;기대/NNG;높/VA,19,4,23,3.0971433284106094,Hawkish
각자/MAG,36,16,52,1.467067892405025,Hawkish
개장전/NNG,71,32,103,1.4466919494549555,Hawkish
용량/NNG,53,25,78,1.3823039697327348,Hawkish
센터/NNG,820,369,1189,1.4489559431160746,Hawkish
장벽/NNG,33,15,48,1.4344663836849136,Hawkish
기정사실/NNG,33,16,49,1.3448122347046063,Hawkish
부동/NNG,434,161,595,1.7576465570842814,Hawkish
배당수익률/NNG,164,36,200,2.970359683387952,Hawkish
고위/NNG,140,57,197,1.601477621338819,Hawkish
브랜드이미지/NNG,13,4,17,2.119098066807259,Hawkish
공적연금/NNG,20,10,30,1.304060348804467,Hawkish
감원/NNG,65,20,85,2.119098066807259,Hawkish
메기/NNG,36,4,40,5.868271569620101,Hawkish
투기/NNG,175,79,254,1.4443706394986184,Hawkish
가입일/NNG,21,1,22,13.692633662446903,Hawkish
축제/NNG,120,20,140,3.912181046413401,Hawkish
인플레이션/NNG;물가/NNG;상승/NNG;압력/NNG,23,8,31,1.8745867514064212,Hawkish
공격/NNG,610,248,858,1.6037838967151712,Hawkish
투자/NNG;높/VA,25,1,26,16.300754360055837,Hawkish
비금속/NNG,49,15,64,2.129965236380629,Hawkish
지형/NNG,61,19,80,2.093360033607171,Hawkish
드리/VV,165,62,227,1.7352415931672345,Hawkish
내수주/NNG,17,3,20,3.69483765494599,Hawkish
방공/NNG,13,6,19,1.4127320445381726,Hawkish
파티/NNG,24,6,30,2.6081206976089337,Hawkish
불안/NNG;해소/NNG,23,10,33,1.499669401125137,Hawkish
돈/NNG;줄/VV,12,5,17,1.5648724185653602,Hawkish
신발/NNG,41,5,46,5.346647430098314,Hawkish
극명/NNG,20,9,29,1.4489559431160743,Hawkish
내몰린/VV,18,8,26,1.467067892405025,Hawkish
발효/NNG,25,11,36,1.481886760005076,Hawkish
판도/NNG,24,7,31,2.2355320265219434,Hawkish
영업이익/NNG,2968,946,3914,2.0456929784628213,Hawkish
시동/NNG,42,14,56,1.9560905232067007,Hawkish
이자/NNG;경감/NNG,20,1,21,13.04060348804467,Hawkish
꼽혔/VV,156,76,232,1.3383777264045846,Hawkish
초원/NNG,19,2,21,6.194286656821219,Hawkish
고문/NNG,51,14,65,2.3752527781795645,Hawkish
돌연/MAG,15,6,21,1.6300754360055836,Hawkish
경기/NNG;점차/MAG;회복/NNG,12,5,17,1.5648724185653602,Hawkish
시름/NNG,36,9,45,2.6081206976089337,Hawkish
거슬러/VV,13,4,17,2.119098066807259,Hawkish
양곡관리법/NNG,15,3,18,3.260150872011167,Hawkish
부동산/NNG;회복/NNG,52,26,78,1.304060348804467,Hawkish
건설/NNG;투자/NNG;증가/NNG,22,4,26,3.5861659592122845,Hawkish
제련소/NNG,21,3,24,4.564211220815635,Hawkish
전금/NNG,21,3,24,4.564211220815635,Hawkish
실적/NNG;충족/NNG,14,3,17,3.042807480543756,Hawkish
개별종목/NNG,80,36,116,1.4489559431160743,Hawkish
입주/NNG,1136,418,1554,1.77202458880607,Hawkish
공급/NNG;위축/NNG,28,4,32,4.5642112208156345,Hawkish
회수/NNG,613,212,825,1.8853514005121184,Hawkish
연금저축/NNG,88,36,124,1.5938515374276818,Hawkish
수익성/NNG;확보/NNG,35,10,45,2.282105610407817,Hawkish
받아들인/VV,16,4,20,2.608120697608934,Hawkish
토지신탁/NNG,16,5,21,2.0864965580871475,Hawkish
국민/NNG;부담/NNG,22,4,26,3.5861659592122845,Hawkish
기업/NNG;부채/NNG;증가/NNG,23,2,25,7.498347005625686,Hawkish
매파/NNG;인하/NNG,24,2,26,7.824362092826802,Hawkish
재정/NNG;적자/NNG;줄/VV,22,4,26,3.5861659592122845,Hawkish
비용/NNG;크/VV,15,4,19,2.4451131540083755,Hawkish
중소기업자금/NNG,30,5,35,3.912181046413401,Hawkish
결제일/NNG,18,5,23,2.3473086278480406,Hawkish
기세/NNG,27,7,34,2.514973529837186,Hawkish
가격/NNG;안정/NNG,68,16,84,2.7711282412094924,Hawkish
항셍/NNG,72,24,96,1.9560905232067003,Hawkish
순회/NNG,19,1,20,12.388573313642436,Hawkish
진료비/NNG,12,6,18,1.3040603488044669,Hawkish
청사진/NNG,40,12,52,2.173433914674112,Hawkish
기부/NNG,70,29,99,1.573865938212288,Hawkish
건설공사/NNG,30,13,43,1.504685017851308,Hawkish
변액/NNG,22,1,23,14.344663836849138,Hawkish
사들이/VV,255,107,362,1.5539036866595286,Hawkish
변모/NNG,14,7,21,1.3040603488044669,Hawkish
경제/NNG;좋/VA,30,14,44,1.3972075165762146,Hawkish
경제장관회의/NNG,103,8,111,8.394888495428757,Hawkish
정육/NNG,26,9,35,1.8836427260508968,Hawkish
내수/NNG;부진/NNG;완화/NNG,16,1,17,10.432482790435737,Hawkish
냉각/NNG,224,102,326,1.4319094026088266,Hawkish
금리/NNG;인하/NNG;기대/NNG;하락/NNG,23,11,34,1.36333581920467,Hawkish
소비자/NNG;피해/NNG,27,7,34,2.514973529837186,Hawkish
지수/NNG;소폭/MAG;상승/NNG,16,6,22,1.7387471317392895,Hawkish
단호/NNG,20,7,27,1.8629433554349528,Hawkish
기성/NNG,114,48,162,1.5485716642053045,Hawkish
중국인/NNG,52,17,69,1.9944452393480083,Hawkish
사업장/NNG,2436,739,3175,2.149317327258242,Hawkish
탈환/NNG,74,37,111,1.304060348804467,Hawkish
수익성/NNG;악화/NNG,97,43,140,1.470858765512015,Hawkish
상징/NNG,89,34,123,1.7067848682881994,Hawkish
액셀러레이터/NNG,32,2,34,10.432482790435737,Hawkish
법무부/NNG,42,5,47,5.477053464978762,Hawkish
전망/NNG;상향/NNG,103,39,142,1.7220284093187193,Hawkish
달려/VV,45,15,60,1.9560905232067003,Hawkish
깔린/VV,14,4,18,2.282105610407817,Hawkish
안전장치/NNG,14,7,21,1.3040603488044669,Hawkish
와트/NNG,13,5,18,1.6952784534458072,Hawkish
금리/NNG;부담/NNG;완화/NNG,29,14,43,1.350633932690341,Hawkish
폭우/NNG,26,8,34,2.119098066807259,Hawkish
개별소비세/NNG,50,24,74,1.3583961966713198,Hawkish
가계/NNG;대출/NNG;늘/VV,22,11,33,1.3040603488044669,Hawkish
발행주식수/NNG,14,4,18,2.282105610407817,Hawkish
무협/NNG,36,10,46,2.3473086278480406,Hawkish
단기물/NNG;금리/NNG;스프레드/NNG;부담/NNG,18,2,20,5.868271569620101,Hawkish
투자/NNG;가격/NNG;높/VA,12,5,17,1.5648724185653602,Hawkish
우성/NNG,16,3,19,3.477494263478579,Hawkish
갑작/MAG,96,47,143,1.331806313672647,Hawkish
쓰러지/VV,13,4,17,2.119098066807259,Hawkish
연차/NNG,40,18,58,1.4489559431160743,Hawkish
모아/VV,293,115,408,1.661259487824821,Hawkish
요동치/VV,64,24,88,1.7387471317392895,Hawkish
대수/NNG,35,17,52,1.342415064945775,Hawkish
사의/NNG,68,33,101,1.343577329071269,Hawkish
해수부/NNG,60,1,61,39.12181046413401,Hawkish
내국/NNG,43,15,58,1.869153166619736,Hawkish
병역/NNG,188,2,190,61.290836393809954,Hawkish
고장/NNG,16,2,18,5.216241395217868,Hawkish
계양/NNG,27,9,36,1.9560905232067003,Hawkish
소재부품/NNG,53,10,63,3.4557599243318378,Hawkish
완납/NNG,20,2,22,6.520301744022335,Hawkish
문턱/NNG,292,116,408,1.6413173355642432,Hawkish
가격/NNG,12828,6320,19148,1.3234561831063056,Hawkish
둔화/NNG;멈추/VV,16,3,19,3.477494263478579,Hawkish
수요/NNG;확충/NNG,15,4,19,2.4451131540083755,Hawkish
기업/NNG;실적/NNG;호조/NNG,41,9,50,2.970359683387952,Hawkish
행연/NNG,23,9,32,1.6662993345834856,Hawkish
학원/NNG,69,30,99,1.4996694011251368,Hawkish
챙기/VV,48,23,71,1.3607586248394437,Hawkish
좀처럼/MAG,182,89,271,1.3333650757438933,Hawkish
진료/NNG,36,7,43,3.353298039782915,Hawkish
표류/NNG,18,8,26,1.467067892405025,Hawkish
농산물/NNG;가격/NNG;급등/NNG,32,6,38,3.477494263478579,Hawkish
배후/NNG,73,19,92,2.505168564808581,Hawkish
투자회사/NNG,72,31,103,1.514392663127768,Hawkish
골자/NNG,136,59,195,1.5029848087915891,Hawkish
순유입세/NNG,15,6,21,1.6300754360055836,Hawkish
동력/NNG,360,93,453,2.523987771879614,Hawkish
그늘/NNG,13,4,17,2.119098066807259,Hawkish
키트/NNG,22,3,25,4.7815546122830455,Hawkish
차액결제선물환/NNG,96,46,142,1.3607586248394437,Hawkish
가계/NNG;대출/NNG;안정/NNG,14,6,20,1.521403740271878,Hawkish
파산/NNG,291,145,436,1.3085571086279306,Hawkish
라인/NNG,317,141,458,1.465911810535518,Hawkish
거쳐야/VV,40,9,49,2.8979118862321487,Hawkish
위장/NNG,13,4,17,2.119098066807259,Hawkish
보장형/NNG,36,11,47,2.133916934407309,Hawkish
명성/NNG,22,11,33,1.3040603488044669,Hawkish
중소형사/NNG,73,20,93,2.3799101365681525,Hawkish
콜라/NNG,12,6,18,1.3040603488044669,Hawkish
작품/NNG,49,7,56,4.5642112208156345,Hawkish
개통/NNG,199,90,289,1.441711163400494,Hawkish
캐스터/NNG,48,24,72,1.3040603488044669,Hawkish
욕실/NNG,29,4,33,4.727218764416193,Hawkish
수당/NNG,43,21,64,1.335109404728383,Hawkish
수산업/NNG,19,1,20,12.388573313642436,Hawkish
부동산투자신탁/NNG,29,11,40,1.7189886416058884,Hawkish
대항마/NNG,17,8,25,1.3855641206047462,Hawkish
공사비/NNG,1119,509,1628,1.4334415818390949,Hawkish
후원/NNG,36,14,50,1.6766490198914574,Hawkish
숨기/VV,14,3,17,3.042807480543756,Hawkish
임차료/NNG,29,13,42,1.454528850589598,Hawkish
전세시장/NNG,119,34,153,2.282105610407817,Hawkish
점포수/NNG,46,9,55,3.332598669166971,Hawkish
통화/NNG;절하/NNG,15,6,21,1.6300754360055836,Hawkish
정부계획/NNG,17,1,18,11.08451296483797,Hawkish
재무/NNG;건전성/NNG;확보/NNG,22,2,24,7.172331918424569,Hawkish
판매수수료/NNG;증가/NNG,17,1,18,11.08451296483797,Hawkish
성장국면/NNG,28,10,38,1.8256844883262535,Hawkish
쏠릴/VV,31,10,41,2.021293540646924,Hawkish
실적/NNG;오르/VV,30,7,37,2.794415033152429,Hawkish
배럴/NNG,951,379,1330,1.636096822840433,Hawkish
현직/NNG,19,3,22,4.1295244378808125,Hawkish
애플리케이션/NNG,105,43,148,1.5921667049356865,Hawkish
입찰가/NNG,33,8,41,2.689624469409213,Hawkish
공무원연금/NNG,24,5,29,3.1297448371307204,Hawkish
영업이익/NNG;오르/VV,32,2,34,10.432482790435737,Hawkish
고속/NNG;성장/NNG,26,7,33,2.4218263620654388,Hawkish
순이익률/NNG,20,5,25,2.608120697608934,Hawkish
특례/NNG,635,299,934,1.384746357008088,Hawkish
부동산/NNG;pf/NNG;위험/NNG,73,23,96,2.0694870752766543,Hawkish
고분/NNG,46,12,58,2.4994490018752287,Hawkish
알림/VV,50,19,69,1.7158688800058777,Hawkish
오른쪽/NNG,26,12,38,1.4127320445381726,Hawkish
상연/NNG,19,1,20,12.388573313642436,Hawkish
이중침체/NNG,41,16,57,1.6708273219057237,Hawkish
룰렛/NNG,18,7,25,1.6766490198914574,Hawkish
전망/NNG;상승/NNG,61,24,85,1.6572433599390102,Hawkish
중소기업중앙회/NNG,121,43,164,1.8347825837830292,Hawkish
만선/NNG,70,4,74,11.410528052039089,Hawkish
주유/NNG,19,2,21,6.194286656821219,Hawkish
백금/NNG,40,6,46,4.346867829348224,Hawkish
국제/NNG;유가/NNG;급등/NNG,80,16,96,3.260150872011168,Hawkish
시행사/NNG,348,140,488,1.620760719228409,Hawkish
대손비용/NNG,182,58,240,2.046025719675974,Hawkish
사무국/NNG,17,3,20,3.69483765494599,Hawkish
