neg_dic,Up,Down,total,Polarity Score,Polarity
트리거/NNG,65,114,179,0.3717715906679402,Dovish
중장기물/NNG,59,101,160,0.3808889137597205,Dovish
타국/NNG,8,17,25,0.3068377291304628,Dovish
정전/NNG,9,12,21,0.4890226308016751,Dovish
인플레이션/NNG;압력/NNG,51,46,97,0.7229030194459545,Dovish
安定/NNG,12,18,30,0.4346867829348222,Dovish
남중/NNG,13,24,37,0.3531830111345431,Dovish
차주/NNG;이자/NNG;부담/NNG,10,17,27,0.3835471614130785,Dovish
소명/NNG,13,13,26,0.6520301744022335,Dovish
풍성/NNG,9,16,25,0.3667669731012563,Dovish
손꼽힌다/VV,20,18,38,0.7244779715580372,Dovish
하락/NNG;위험/NNG,14,21,35,0.4346867829348223,Dovish
감사의견/NNG,4,14,18,0.1862943355434952,Dovish
석방/NNG,5,13,18,0.2507808363085513,Dovish
개방경제/NNG,14,34,48,0.2684830129891549,Dovish
지원금액/NNG,9,11,20,0.5334792336018274,Dovish
공모발행/NNG,13,26,39,0.3260150872011167,Dovish
상향/NNG;안정/NNG,8,9,17,0.5795823772464298,Dovish
그레/NNG,1,32,33,0.0203759429500697,Dovish
빌라/NNG,318,353,671,0.5873812902547033,Dovish
사분면/NNG,1,17,18,0.0383547161413078,Dovish
잔류/NNG,10,32,42,0.2037594295006979,Dovish
중도환매/NNG,41,163,204,0.1640075898803163,Dovish
국채시장/NNG,79,153,232,0.3366691750181467,Dovish
악순환/NNG;빠지/VV,10,9,19,0.7244779715580372,Dovish
금리/NNG;소폭/MAG;상승/NNG,35,42,77,0.5433584786685279,Dovish
중소기업진흥공단/NNG,11,14,25,0.512309422744612,Dovish
전분/NNG,7,11,18,0.4149282928014213,Dovish
스펙/NNG,12,15,27,0.5216241395217868,Dovish
리라/NNG,52,76,128,0.4461259088015282,Dovish
실적/NNG;전망/NNG;상향/NNG,5,23,28,0.141745690087442,Dovish
세제개편/NNG,41,43,84,0.6217031895463156,Dovish
처하/VV,17,19,36,0.5833954192019984,Dovish
훌륭/NNG,20,23,43,0.5669827603497682,Dovish
꼬마/NNG,23,24,47,0.6248622504688072,Dovish
명동/NNG,14,13,27,0.7021863416639438,Dovish
의사/NNG,145,153,298,0.6179370933877376,Dovish
청약금액/NNG,19,24,43,0.5161905547351016,Dovish
완화정책/NNG,179,286,465,0.4080888154475517,Dovish
국고채/NNG;상승/NNG,11,20,31,0.3586165959212284,Dovish
매수강도/NNG,11,17,28,0.4219018775543863,Dovish
신용등급/NNG,1336,1277,2613,0.6821552960073484,Dovish
아카데미/NNG,24,29,53,0.5396111788156415,Dovish
재정/NNG;긴축/NNG,6,16,22,0.2445113154008375,Dovish
건전성/NNG;관리/NNG;강화/NNG,15,13,28,0.752342508925654,Dovish
외국환은행/NNG,9,44,53,0.1333698084004568,Dovish
채여/VV,17,28,45,0.3958754630299275,Dovish
양육/NNG,14,15,29,0.6085614961087512,Dovish
가집행/NNG,7,15,22,0.3042807480543756,Dovish
휴장/NNG,108,123,231,0.5725142994751319,Dovish
국채/NNG;금리/NNG;급등/NNG,56,67,123,0.5449804442764936,Dovish
전망/NNG;인하/NNG,14,25,39,0.3651368976652507,Dovish
내각/NNG,16,24,40,0.4346867829348224,Dovish
순유입/NNG,392,493,885,0.5184499561169889,Dovish
간접/NNG,94,84,178,0.7296528142120232,Dovish
適應/NNG,1,26,27,0.0250780836308551,Dovish
준다는/VV,14,17,31,0.5369660259783099,Dovish
금리/NNG;물가/NNG;안정/NNG,4,25,29,0.1043248279043573,Dovish
대체/MAG,47,45,92,0.681009293264555,Dovish
부동산/NNG;경기/NNG;둔화/NNG,13,22,35,0.3852905576013198,Dovish
협상력/NNG,26,30,56,0.565092817815269,Dovish
도시개발공사/NNG,9,37,46,0.1586019343140568,Dovish
표기/NNG,16,20,36,0.5216241395217869,Dovish
피드백/NNG,9,8,17,0.7335339462025127,Dovish
종합소득세/NNG,14,13,27,0.7021863416639438,Dovish
위험/NNG;우려/NNG,12,11,23,0.7113056448024364,Dovish
평균액/NNG,6,11,17,0.3556528224012182,Dovish
내외/NNG;금리갭/NNG;축소/NNG,4,14,18,0.1862943355434952,Dovish
실체/NNG,41,37,78,0.7225199229862587,Dovish
aa-등급/NNG,25,50,75,0.3260150872011167,Dovish
저인플레이션/NNG,7,16,23,0.2852632013009771,Dovish
가격/NNG;갭/NNG;확대/NNG,6,11,17,0.3556528224012182,Dovish
연작/NNG,3,18,21,0.1086716957337055,Dovish
주택담보대출/NNG;금리/NNG;하락/NNG,31,27,58,0.7486272372766384,Dovish
스토어/NNG,25,47,72,0.3468245608522518,Dovish
경기민감물가/NNG,6,23,29,0.1700948281049304,Dovish
고용/NNG;지표/NNG;개선/NNG,10,16,26,0.4075188590013959,Dovish
공덕/NNG,10,10,20,0.6520301744022335,Dovish
부별/NNG,14,13,27,0.7021863416639438,Dovish
골든/NNG,11,19,30,0.3774911536012931,Dovish
호주달러/NNG,59,87,146,0.4421813826405951,Dovish
물가/NNG;상승/NNG;압력/NNG;높/VA,9,8,17,0.7335339462025127,Dovish
발행계획/NNG,98,85,183,0.751752436369634,Dovish
납입/NNG,252,394,646,0.417034527790261,Dovish
과민/NNG,7,11,18,0.4149282928014213,Dovish
섣불/VA,45,42,87,0.6986037582881074,Dovish
괴리율/NNG,10,12,22,0.5433584786685279,Dovish
담대/NNG,53,57,110,0.6062736709354101,Dovish
관광객수/NNG,12,24,36,0.3260150872011167,Dovish
정치/NNG;불안/NNG,6,24,30,0.1630075436005583,Dovish
잔존만기/NNG,209,307,516,0.4438902490230189,Dovish
코픽스/NNG;오르/VV,22,23,45,0.623681036384745,Dovish
이수/NNG,38,41,79,0.6043206494459725,Dovish
수혜자/NNG,18,19,37,0.617712796802116,Dovish
임직원수/NNG,3,14,17,0.1397207516576214,Dovish
글로벌본드/NNG,12,18,30,0.4346867829348222,Dovish
단리/NNG,13,21,34,0.4036377270109064,Dovish
무한/NNG,10,35,45,0.1862943355434953,Dovish
근처/NNG,50,55,105,0.5927547040020305,Dovish
렌트/NNG,13,19,32,0.4461259088015282,Dovish
외화증권/NNG,18,18,36,0.6520301744022334,Dovish
자산배분전략/NNG,16,68,84,0.1534188645652314,Dovish
증빙/NNG,504,559,1063,0.5878769372070226,Dovish
공휴일/NNG,42,42,84,0.6520301744022335,Dovish
금융안정/NNG,344,459,803,0.4886674945411075,Dovish
홍콩h주/NNG,77,80,157,0.6275790428621497,Dovish
신용등급/NNG;하향/NNG,33,43,76,0.5003952501226443,Dovish
관찰대상국/NNG,9,12,21,0.4890226308016751,Dovish
능가/NNG,18,17,35,0.6903848905435414,Dovish
문구/NNG,207,237,444,0.5694947092880268,Dovish
혼동/NNG,9,8,17,0.7335339462025127,Dovish
시티/NNG,199,173,372,0.7500231485898524,Dovish
개혁/NNG,285,302,587,0.6153264890882004,Dovish
신용/NNG;회복/NNG,14,31,45,0.2944652400526216,Dovish
주택가격/NNG;오르/VV,8,12,20,0.4346867829348224,Dovish
목적/NNG,1029,1014,2043,0.6616755911833316,Dovish
제작/NNG,330,323,653,0.6661608592963995,Dovish
조이/VV,19,20,39,0.6194286656821218,Dovish
지지자/NNG,8,20,28,0.2608120697608934,Dovish
스티프닝/NNG,73,87,160,0.5471057785214144,Dovish
갈아탔/VV,9,19,28,0.308856398401058,Dovish
재정절벽/NNG,2,53,55,0.0246049122415937,Dovish
학술/NNG,20,49,69,0.2661347650621361,Dovish
경제/NNG;충격/NNG,11,17,28,0.4219018775543863,Dovish
역동/NNG,76,95,171,0.5216241395217868,Dovish
여신/NNG,690,680,1370,0.6616188534375604,Dovish
테일러준칙/NNG,24,33,57,0.4742037632016243,Dovish
분납/NNG,13,15,28,0.565092817815269,Dovish
기타금융기관/NNG,15,33,48,0.2963773520010151,Dovish
지주회사/NNG,110,100,210,0.7172331918424568,Dovish
증감액/NNG,10,30,40,0.2173433914674111,Dovish
줄어든다는/VV,13,13,26,0.6520301744022335,Dovish
통화/NNG;안정/NNG,8,14,22,0.3725886710869905,Dovish
은과/NNG,12,11,23,0.7113056448024364,Dovish
순천/NNG,18,28,46,0.4191622549728643,Dovish
간다는/VV,9,9,18,0.6520301744022334,Dovish
원리금/NNG;상환/NNG;부담/NNG;늘/VV,3,14,17,0.1397207516576214,Dovish
기물/NNG,10,15,25,0.4346867829348223,Dovish
m&a/NNG,153,146,299,0.6832918950927516,Dovish
싱에/NNG,11,19,30,0.3774911536012931,Dovish
총요소생산성/NNG,10,10,20,0.6520301744022335,Dovish
가릴/VV,9,9,18,0.6520301744022334,Dovish
매파/NNG;비둘기/NNG,7,13,20,0.3510931708319719,Dovish
시장상황점검회의/NNG,41,38,79,0.7035062408024099,Dovish
上昇/NNG,11,13,24,0.551717839878813,Dovish
팬덤/NNG,8,26,34,0.2006246690468411,Dovish
등재/NNG,25,34,59,0.4794339517663482,Dovish
에테/NNG,9,9,18,0.6520301744022334,Dovish
시일/NNG,86,79,165,0.7098049999821783,Dovish
가계/NNG;소득/NNG;감소/NNG,5,19,24,0.1715868880005877,Dovish
해산/NNG,12,13,25,0.6018740071405232,Dovish
가계/NNG;부채/NNG;원리금/NNG;상환/NNG;부담/NNG,3,20,23,0.097804526160335,Dovish
상담소/NNG,8,13,21,0.4012493380936822,Dovish
판매대/NNG,3,15,18,0.1304060348804467,Dovish
임명/NNG,34,43,77,0.5155587425506033,Dovish
가계/NNG;소득/NNG;부진/NNG,3,18,21,0.1086716957337055,Dovish
심리/NNG;살/VV,12,12,24,0.6520301744022334,Dovish
상한/VV,12,16,28,0.4890226308016751,Dovish
크레딧/NNG;시장/NNG;강세/NNG,10,19,29,0.3431737760011755,Dovish
지표채권/NNG,6,18,24,0.2173433914674111,Dovish
담회/NNG,32,28,60,0.7451773421739811,Dovish
상점/NNG,10,13,23,0.5015616726171027,Dovish
침체국면/NNG,119,109,228,0.7118494564574843,Dovish
정치/NNG;위험/NNG,14,23,37,0.3968879322448378,Dovish
경기/NNG;진작/NNG,6,12,18,0.3260150872011167,Dovish
보호주의/NNG,10,12,22,0.5433584786685279,Dovish
파급효과/NNG,71,137,208,0.3379134480478728,Dovish
법률안/NNG,12,17,29,0.4602565936956942,Dovish
원리금/NNG;상환/NNG;부담/NNG,11,45,56,0.1593851537427681,Dovish
수출/NNG;제한/NNG,9,11,20,0.5334792336018274,Dovish
이상거래/NNG,60,70,130,0.5588830066304858,Dovish
놀라움/NNG,6,13,19,0.3009370035702616,Dovish
국민소득/NNG,23,28,51,0.5355962146875489,Dovish
업황/NNG;부진/NNG,48,42,90,0.745177342173981,Dovish
기와/NNG,6,13,19,0.3009370035702616,Dovish
계부/NNG,11,13,24,0.551717839878813,Dovish
발행어음/NNG,59,61,120,0.6306521358972422,Dovish
직구/NNG,18,62,80,0.189299082890971,Dovish
얽혀/VV,13,26,39,0.3260150872011167,Dovish
엿보/VV,11,11,22,0.6520301744022334,Dovish
시들/NNG,15,13,28,0.752342508925654,Dovish
마이너스갭/NNG,7,11,18,0.4149282928014213,Dovish
무제한/NNG,23,43,66,0.3487603258430551,Dovish
포용/NNG,133,152,285,0.5705264026019543,Dovish
정말로/MAG,15,13,28,0.752342508925654,Dovish
과소/NNG,42,47,89,0.5826652622317832,Dovish
카드사태/NNG,14,44,58,0.2074641464007106,Dovish
신규/NNG;투자/NNG;확대/NNG,3,19,22,0.1029521328003526,Dovish
상금/NNG,26,80,106,0.2119098066807259,Dovish
상호/NNG,173,217,390,0.5198212911133014,Dovish
순발행/NNG,638,843,1481,0.493470048954478,Dovish
인플레이션/NNG;완화/NNG,49,57,106,0.5605171674685867,Dovish
특검법/NNG,9,30,39,0.19560905232067,Dovish
주택/NNG;전세가격/NNG;상승/NNG,8,15,23,0.3477494263478579,Dovish
부동산/NNG;안정/NNG,14,21,35,0.4346867829348223,Dovish
외화자금/NNG,130,116,246,0.730723471312848,Dovish
부를/VV,33,38,71,0.5662367304019397,Dovish
표면/NNG,62,73,135,0.5537790522320339,Dovish
주제/NNG,324,310,634,0.6814766984074957,Dovish
한우/NNG,8,27,35,0.1931941257488099,Dovish
s&p/NNG,101,180,281,0.3658613756368087,Dovish
매매수수료/NNG,15,15,30,0.6520301744022334,Dovish
현금자산/NNG,8,10,18,0.5216241395217869,Dovish
나타/NNG,19,18,37,0.6882540729801354,Dovish
제치/NNG,126,166,292,0.4949144697269965,Dovish
산업/NNG;성장/NNG,25,30,55,0.5433584786685278,Dovish
가시권/NNG,12,20,32,0.39121810464134,Dovish
분할상환대출/NNG,7,34,41,0.1342415064945774,Dovish
증산/NNG,36,31,67,0.757196331563884,Dovish
쏠림/NNG,253,242,495,0.681667909602335,Dovish
러브/NNG,15,17,32,0.5753207421196178,Dovish
개개인/NNG,9,8,17,0.7335339462025127,Dovish
주관사/NNG,100,89,189,0.7326181734856556,Dovish
높/VA;안정/NNG,10,13,23,0.5015616726171027,Dovish
주지/NNG,62,83,145,0.4870586844932346,Dovish
연정/NNG,31,38,69,0.5319193528018221,Dovish
표시/NNG,407,432,839,0.614296946716919,Dovish
메커니즘/NNG,30,40,70,0.4890226308016751,Dovish
기본급/NNG,8,12,20,0.4346867829348224,Dovish
통화신용정책/NNG,19,31,50,0.3996313972142721,Dovish
드레드/NNG,11,11,22,0.6520301744022334,Dovish
철회/NNG,140,384,524,0.2377193344174809,Dovish
위탁자/NNG,8,10,18,0.5216241395217869,Dovish
외화환산이익/NNG,2,24,26,0.0543358478668528,Dovish
경제/NNG;강하/VA,9,8,17,0.7335339462025127,Dovish
신흥국/NNG,954,1598,2552,0.3892595659447627,Dovish
내포/NNG,27,33,60,0.5334792336018274,Dovish
형성/NNG,727,638,1365,0.7429873617404761,Dovish
매입액/NNG,56,85,141,0.4295728207826479,Dovish
기울여/VV,12,46,58,0.1700948281049304,Dovish
파급경로/NNG,19,56,75,0.2212245234579006,Dovish
심리/NNG;확산/NNG,10,10,20,0.6520301744022335,Dovish
대미/NNG,79,72,151,0.7154219969135617,Dovish
부도난/VV,10,10,20,0.6520301744022335,Dovish
얼마/NNG,171,155,326,0.71933651498569,Dovish
고사/NNG,9,12,21,0.4890226308016751,Dovish
소비/NNG;심리/NNG;개선/NNG,9,9,18,0.6520301744022334,Dovish
정책조합/NNG,7,25,32,0.1825684488326253,Dovish
금리/NNG;인하/NNG;기대/NNG;약화/NNG,55,48,103,0.747117908169226,Dovish
양립/NNG,12,22,34,0.3556528224012182,Dovish
일반기업/NNG,37,33,70,0.7310641349358376,Dovish
동향/NNG,1520,1491,3011,0.6647121831598892,Dovish
인하/NNG;조치/NNG;종료/NNG,11,12,23,0.5976943265353807,Dovish
장기전세주택/NNG,24,100,124,0.156487241856536,Dovish
금융부채/NNG,28,57,85,0.3202955242677638,Dovish
보성/NNG,8,9,17,0.5795823772464298,Dovish
투자설명회/NNG,36,33,69,0.7113056448024365,Dovish
갭투자/NNG,89,84,173,0.6908414943071283,Dovish
복병/NNG,32,30,62,0.6954988526957158,Dovish
부실기업/NNG,15,27,42,0.3622389857790185,Dovish
주거비/NNG;부담/NNG,10,9,19,0.7244779715580372,Dovish
집중도/NNG,12,39,51,0.200624669046841,Dovish
미/NNG;금리/NNG;상승/NNG,25,23,48,0.7087284504372103,Dovish
획기/NNG,16,15,31,0.6954988526957158,Dovish
위함/VV,33,29,62,0.741965370871507,Dovish
닥터/NNG,8,16,24,0.3260150872011167,Dovish
잠재/NNG,640,786,1426,0.530915154729554,Dovish
이마/NNG,9,11,20,0.5334792336018274,Dovish
향상/NNG,237,204,441,0.7575056437908301,Dovish
기간스프레드/NNG,73,73,146,0.6520301744022335,Dovish
부정적/VAX,1197,1033,2230,0.7555470655948436,Dovish
이자/NNG;부담/NNG;덜/VV,4,29,33,0.0899351964692736,Dovish
거절/NNG,48,51,99,0.6136754582609256,Dovish
광안/NNG,9,11,20,0.5334792336018274,Dovish
bps/NNG,38,50,88,0.4955429325456975,Dovish
이력효과/NNG,3,14,17,0.1397207516576214,Dovish
선택권/NNG,30,48,78,0.4075188590013959,Dovish
상관없/VA,8,11,19,0.4742037632016244,Dovish
연도/NNG,107,106,213,0.6581814024626319,Dovish
자본흐름/NNG,9,16,25,0.3667669731012563,Dovish
사랑/NNG,81,82,163,0.6440785869095232,Dovish
인플레이션/NNG;위험/NNG,15,13,28,0.752342508925654,Dovish
신용위험/NNG;확대/NNG,16,20,36,0.5216241395217869,Dovish
치명/NNG,19,19,38,0.6520301744022335,Dovish
금리/NNG;상승/NNG;부담/NNG,18,22,40,0.5334792336018274,Dovish
수요/NNG;강세/NNG,9,16,25,0.3667669731012563,Dovish
팽배/NNG,35,37,72,0.6167853001102209,Dovish
입양/NNG,16,21,37,0.4967848947826541,Dovish
인니/NNG,46,64,110,0.4686466878516053,Dovish
기공식/NNG,9,9,18,0.6520301744022334,Dovish
모수/NNG,18,19,37,0.617712796802116,Dovish
평가이익/NNG,52,57,109,0.5948345450687043,Dovish
사면/NNG,53,71,124,0.4867267499058926,Dovish
달러비중/NNG,2,21,23,0.0620981118478317,Dovish
상하방/NNG,31,44,75,0.4593848956015736,Dovish
직군/NNG,4,24,28,0.1086716957337056,Dovish
장려/NNG,38,46,84,0.5386336223322798,Dovish
감축/NNG,199,195,394,0.6654051523386896,Dovish
깜짝/MAG;금리/NNG;인하/NNG,6,11,17,0.3556528224012182,Dovish
사후/NNG,38,40,78,0.6194286656821218,Dovish
수신/NNG,542,484,1026,0.7301660217479558,Dovish
준내구재/NNG,15,16,31,0.6112782885020939,Dovish
자본비율/NNG,251,260,511,0.6294598991344638,Dovish
비록/MAG,73,87,160,0.5471057785214144,Dovish
보유종목/NNG,10,13,23,0.5015616726171027,Dovish
참석자/NNG,67,85,152,0.5139531962935252,Dovish
레이트/NNG,12,25,37,0.312974483713072,Dovish
실업률/NNG;하락/NNG,18,25,43,0.4694617255696081,Dovish
은행/NNG;금리/NNG;인하/NNG,15,14,29,0.6986037582881073,Dovish
금리/NNG;인하/NNG;아니/VCN,12,14,26,0.5588830066304858,Dovish
고래/NNG,14,21,35,0.4346867829348223,Dovish
투자/NNG;선호/NNG,11,20,31,0.3586165959212284,Dovish
지출/NNG;축소/NNG,8,9,17,0.5795823772464298,Dovish
로비/NNG,11,12,23,0.5976943265353807,Dovish
노려/VV,12,12,24,0.6520301744022334,Dovish
지난번/NNG,30,31,61,0.6309969429699034,Dovish
경기/NNG;안정/NNG,8,9,17,0.5795823772464298,Dovish
업종비중/NNG,4,15,19,0.1738747131739289,Dovish
수시로/MAG,54,49,103,0.7185638656677675,Dovish
금리/NNG;상승/NNG;확대/NNG,8,16,24,0.3260150872011167,Dovish
채권비중/NNG,35,34,69,0.6712075324728874,Dovish
재간접/NNG,14,17,31,0.5369660259783099,Dovish
액수/NNG,71,70,141,0.6613448911794083,Dovish
자본증권/NNG,44,67,111,0.4281989205029592,Dovish
금리/NNG;긴축/NNG,7,11,18,0.4149282928014213,Dovish
보완/NNG,210,193,403,0.7094628840646063,Dovish
미달/NNG,104,109,213,0.6221205333746082,Dovish
자진/NNG,16,16,32,0.6520301744022335,Dovish
수출/NNG;둔화/NNG,25,25,50,0.6520301744022334,Dovish
삼겹살/NNG,15,25,40,0.39121810464134,Dovish
비우량/NNG,92,131,223,0.4579143209542403,Dovish
수량/NNG,169,227,396,0.4854321562730285,Dovish
금융중개지원대출/NNG,10,45,55,0.1448955943116074,Dovish
수자원공사/NNG,8,19,27,0.2745390208009404,Dovish
증감/NNG,152,217,369,0.4567215968163111,Dovish
적색/NNG,8,10,18,0.5216241395217869,Dovish
공식화/NNG,32,53,85,0.3936785958654994,Dovish
개화/NNG,9,10,19,0.5868271569620102,Dovish
변동금리형/NNG,29,26,55,0.727264425294799,Dovish
멀티/NNG,36,35,71,0.6706596079565831,Dovish
기본형/NNG,25,22,47,0.740943380002538,Dovish
공공자금/NNG,6,12,18,0.3260150872011167,Dovish
한남/NNG,89,92,181,0.6307683208891172,Dovish
고유/NNG,50,61,111,0.5344509626247815,Dovish
우파/NNG,13,22,35,0.3852905576013198,Dovish
항구/NNG,9,16,25,0.3667669731012563,Dovish
사연/NNG,25,27,52,0.6037316429650309,Dovish
유암/NNG,18,17,35,0.6903848905435414,Dovish
시장조성/NNG,5,20,25,0.1630075436005583,Dovish
위험/NNG;회피/NNG;확산/NNG,10,23,33,0.2834913801748841,Dovish
면밀히/MAG,329,343,672,0.62541669789602,Dovish
소득분위/NNG,10,12,22,0.5433584786685279,Dovish
회귀/NNG,58,79,137,0.4787056976623993,Dovish
통찰/NNG,10,17,27,0.3835471614130785,Dovish
구분/NNG,494,553,1047,0.5824645680916878,Dovish
가계/NNG;부채/NNG;급증/NNG,9,8,17,0.7335339462025127,Dovish
편입비/NNG,1,16,17,0.0407518859001395,Dovish
가설/NNG,11,13,24,0.551717839878813,Dovish
토크/NNG,13,27,40,0.3139404543418161,Dovish
캐쉬백/NNG,171,150,321,0.7433143988185462,Dovish
감추/VV,17,19,36,0.5833954192019984,Dovish
전파/NNG,9,24,33,0.2445113154008375,Dovish
단체/NNG,134,121,255,0.722083003057019,Dovish
목표금액/NNG,9,54,63,0.1086716957337055,Dovish
알리오/NNG,7,10,17,0.4564211220815634,Dovish
상환자금/NNG,9,14,23,0.4191622549728643,Dovish
합계/NNG,341,429,770,0.5182803950376728,Dovish
통화정책/NNG,4129,3598,7727,0.7482580850769378,Dovish
지출/NNG;증가/NNG,28,30,58,0.6085614961087512,Dovish
안정화/NNG;추세/NNG,10,12,22,0.5433584786685279,Dovish
가져오/VV,109,103,212,0.6900125146586743,Dovish
옮겨갈/VV,15,14,29,0.6986037582881073,Dovish
경제구조/NNG,52,52,104,0.6520301744022335,Dovish
소파/NNG,7,19,26,0.2402216432008228,Dovish
친구/NNG,65,68,133,0.6232641372962526,Dovish
법인/NNG,667,577,1244,0.7537333211894103,Dovish
금리/NNG;급등/NNG,83,79,162,0.6850443604479162,Dovish
인상/NNG;효과/NNG,21,20,41,0.6846316831223452,Dovish
인류/NNG,15,16,31,0.6112782885020939,Dovish
물량/NNG;부담/NNG,6,21,27,0.1862943355434952,Dovish
보안법/NNG,10,21,31,0.3104905592391588,Dovish
경제/NNG;지표/NNG;상승/NNG,8,9,17,0.5795823772464298,Dovish
유해/NNG,9,9,18,0.6520301744022334,Dovish
떠받치/VV,23,24,47,0.6248622504688072,Dovish
중립/NNG,559,1530,2089,0.2382254035887898,Dovish
공유/NNG,245,212,457,0.7535254373988076,Dovish
회복/NNG;전환/NNG,10,10,20,0.6520301744022335,Dovish
어차피/MAG,23,28,51,0.5355962146875489,Dovish
전향/NNG,20,19,39,0.6863475520023511,Dovish
높/VA;위험/NNG,8,9,17,0.5795823772464298,Dovish
안전자산/NNG;선호/NNG,85,78,163,0.7105457028742288,Dovish
거래비중/NNG,132,114,246,0.7549823072025862,Dovish
자꾸/MAG,17,18,35,0.6158062758243317,Dovish
아빠/NNG,15,13,28,0.752342508925654,Dovish
하락/NNG;멈추/VV,17,21,38,0.52783395070657,Dovish
섬세/NNG,4,21,25,0.1241962236956635,Dovish
본유/NNG,4,30,34,0.0869373565869644,Dovish
주택/NNG;경기/NNG;부진/NNG,10,11,21,0.5927547040020305,Dovish
투자유의/NNG,2,18,20,0.0724477971558037,Dovish
마라톤/NNG,9,28,37,0.2095811274864321,Dovish
연고점/NNG,119,192,311,0.4041228685097176,Dovish
골조/NNG,7,10,17,0.4564211220815634,Dovish
개선/NNG;강하/VA,2,15,17,0.0869373565869644,Dovish
인하/NNG;축소/NNG,22,30,52,0.4781554612283045,Dovish
전업사/NNG,8,13,21,0.4012493380936822,Dovish
만기수익률/NNG,95,138,233,0.4488613519435665,Dovish
가용/NNG,34,55,89,0.4030731987213807,Dovish
당첨/NNG,65,92,157,0.4606734927841867,Dovish
권위/NNG,7,13,20,0.3510931708319719,Dovish
매개/NNG,9,20,29,0.2934135784810051,Dovish
성장/NNG;회복/NNG,15,31,46,0.3154984714849517,Dovish
미/NNG;국채/NNG;금리/NNG;급등/NNG,22,25,47,0.5737865534739655,Dovish
우월/NNG,16,14,30,0.7451773421739811,Dovish
총부채/NNG,130,147,277,0.5766253243012949,Dovish
수출/NNG;실적/NNG;개선/NNG,13,23,36,0.3685387942273494,Dovish
많/VA;증가/NNG,6,14,20,0.2794415033152429,Dovish
접하/VV,8,9,17,0.5795823772464298,Dovish
채권/NNG;금리/NNG;하락/NNG,43,40,83,0.7009324374824011,Dovish
